Fecha,Ventas
2019-01-01,76548
2019-01-02,33506
2019-01-03,106768
2019-01-04,82415
2019-01-05,634540
2019-01-07,34577
2019-01-08,130483
2019-01-09,280350
2019-01-10,37300
2019-01-11,48016
2019-01-12,35040
2019-01-14,290756
2019-01-15,83700
2019-01-16,155838
2019-01-17,116035
2019-01-18,92593
2019-01-19,84582
2019-01-21,110181
2019-01-22,75211
2019-01-23,613583
2019-01-24,54159
2019-01-25,45834
2019-01-26,567779
2019-01-28,94647
2019-01-29,88656
2019-01-30,64945
2019-01-31,14710
2019-02-01,125446
2019-02-02,19185
2019-02-04,162059
2019-02-05,405391
2019-02-06,384621
2019-02-07,687858
2019-02-08,27769
2019-02-09,191382
2019-02-11,168466
2019-02-12,235237
2019-02-13,100459
2019-02-14,291853
2019-02-15,119528
2019-02-16,43248
2019-02-18,489099
2019-02-19,6547
2019-02-20,9898
2019-02-21,23940
2019-02-22,59910
2019-02-23,70206
2019-02-25,76755
2019-02-26,123354
2019-02-27,95913
2019-02-28,113775
2019-03-01,124396
2019-03-02,120379
2019-03-04,40166
2019-03-05,36761
2019-03-06,54271
2019-03-07,61194
2019-03-08,56898
2019-03-09,48396
2019-03-11,16655
2019-03-12,27854
2019-03-13,637172
2019-03-14,684200
2019-03-15,259503
2019-03-16,10299
2019-03-18,33077
2019-03-19,381777
2019-03-20,252696
2019-03-21,96387
2019-03-22,48530
2019-03-23,107609
2019-03-25,85618
2019-03-26,300105
2019-03-27,347979
2019-03-28,62463
2019-03-29,810
2019-03-30,38465
2019-04-01,418709
2019-04-02,41851
2019-04-03,55944
2019-04-04,62868
2019-04-05,17584
2019-04-06,71805
2019-04-08,111630
2019-04-09,32186
2019-04-10,139023
2019-04-11,207338
2019-04-12,123465
2019-04-13,131092
2019-04-15,51553
2019-04-16,11296
2019-04-17,24747
2019-04-18,38285
2019-04-19,80148
2019-04-20,56598
2019-04-22,218210
2019-04-23,283721
2019-04-24,65637
2019-04-25,63576
2019-04-26,48983
2019-04-27,137285
2019-04-29,56308
2019-04-30,80032
2019-05-01,186328
2019-05-02,93524
2019-05-03,15979
2019-05-04,3141007
2019-05-06,13395
2019-05-07,761813
2019-05-08,51836
2019-05-09,26946
2019-05-10,158531
2019-05-11,47811
2019-05-13,57794
2019-05-14,134277
2019-05-15,113832
2019-05-16,74549
2019-05-17,182531
2019-05-18,133672
2019-05-20,320813
2019-05-21,175716
2019-05-22,38165
2019-05-23,100211
2019-05-24,8553
2019-05-25,44296
2019-05-27,27399
2019-05-28,44515
2019-05-29,43521
2019-05-30,345756
2019-05-31,39449
2019-06-01,231089
2019-06-03,437218
2019-06-04,546909
2019-06-05,410223
2019-06-06,43222
2019-06-07,311748
2019-06-08,59362
2019-06-10,867802
2019-06-11,41019
2019-06-12,42071
2019-06-13,11018
2019-06-14,28550
2019-06-15,234983
2019-06-17,661979
2019-06-18,37504
2019-06-19,89095
2019-06-20,27580
2019-06-21,79191
2019-06-22,356178
2019-06-24,87987
2019-06-25,46716
2019-06-26,344707
2019-06-27,43207
2019-06-28,112927
2019-06-29,45335
