Fecha,Ventas
2016-01-01,17341
2016-01-02,135543
2016-01-04,340563
2016-01-05,45126
2016-01-06,383686
2016-01-07,118579
2016-01-08,54083
2016-01-09,809651
2016-01-11,216238
2016-01-12,169737
2016-01-13,195214
2016-01-14,147824
2016-01-15,243920
2016-01-18,174188
2016-01-19,28560
2016-01-20,90420
2016-01-21,173339
2016-01-22,29698
2016-01-23,30665
2016-01-25,116720
2016-01-26,1997262
2016-01-27,95821
2016-01-28,171261
2016-01-29,162910
2016-01-30,198320
2016-02-01,202961
2016-02-02,274806
2016-02-03,15350
2016-02-04,6908
2016-02-05,474846
2016-02-06,16592
2016-02-08,69176
2016-02-09,20243
2016-02-10,448754
2016-02-11,297509
2016-02-12,53931
2016-02-13,478269
2016-02-15,333888
2016-02-16,15148
2016-02-17,21939
2016-02-18,431011
2016-02-19,123394
2016-02-20,62879
2016-02-22,3876
2016-02-23,6077
2016-02-24,28182
2016-02-25,27702
2016-02-26,154709
2016-02-27,94323
2016-02-29,1383681
2016-03-01,227244
2016-03-02,39740
2016-03-03,152446
2016-03-04,53954
2016-03-05,677309
2016-03-07,49470
2016-03-08,26044
2016-03-09,1088672
2016-03-10,596507
2016-03-11,11029
2016-03-12,14855
2016-03-14,15354
2016-03-15,1188437
2016-03-16,26557
2016-03-17,29406
2016-03-18,65282
2016-03-19,119705
2016-03-21,87939
2016-03-22,82830
2016-03-23,58263
2016-03-24,201815
2016-03-25,932829
2016-03-26,45236
2016-03-28,288688
2016-03-29,69068
2016-03-30,161235
2016-03-31,26030
2016-04-01,18922
2016-04-02,84318
2016-04-04,30831
2016-04-05,50257
2016-04-06,83781
2016-04-07,77133
2016-04-08,169529
2016-04-09,85099
2016-04-11,142235
2016-04-12,150081
2016-04-13,110334
2016-04-14,76375
2016-04-15,257950
2016-04-16,339476
2016-04-18,40853
2016-04-20,25184
2016-04-21,30738
2016-04-22,41005
2016-04-23,181723
2016-04-25,61618
2016-04-26,30238
2016-04-27,239125
2016-04-28,289613
2016-04-29,101697
2016-04-30,64323
2016-05-02,398320
2016-05-03,15754
2016-05-04,389995
2016-05-05,167319
2016-05-06,22720
2016-05-07,2271
2016-05-09,504407
2016-05-10,31475
2016-05-11,2448785
2016-05-12,73117
2016-05-13,42815
2016-05-14,88530
2016-05-16,48610
2016-05-17,132086
2016-05-18,660714
2016-05-19,123864
2016-05-20,67351
2016-05-21,23439
2016-05-23,941525
2016-05-24,1187390
2016-05-25,32917
