Fecha,Ventas
2015-01-01,40481.119999999995
2015-01-02,21100.0
2015-01-05,2619.64
2015-01-07,16682.6
2015-01-08,264422.9
2015-01-09,58173.84
2015-01-10,8910.86
2015-01-12,7298.400000000001
2015-01-13,35435.6
2015-01-14,32907.64
2015-01-15,38518.36
2015-01-16,22443.58
2015-01-17,11709.42
2015-01-19,24196.78
2015-01-20,47779.9
2015-01-21,7074.0
2015-01-22,6830.0
2015-01-24,7999.68
2015-01-26,7242.96
2015-01-27,39757.759999999995
2015-01-28,4007.46
2015-01-29,11569.52
2015-01-30,10926.48
2015-01-31,12614.58
2015-02-02,35482.4
2015-02-03,401557.42
2015-02-04,9940.68
2015-02-05,10294.28
2015-02-06,124172.18000000001
2015-02-07,9100.2
2015-02-09,11342.5
2015-02-11,18856.0
2015-02-12,2130.04
2015-02-13,4257.76
2015-02-14,6674.0
2015-02-16,15937.84
2015-02-17,50828.76
2015-02-18,3548.48
2015-02-19,7767.28
2015-02-20,70241.14
2015-02-21,699542.9
2015-02-23,33784.0
2015-02-24,32637.08
2015-02-25,64176.159999999996
2015-02-26,6074.76
2015-02-27,96044.0
2015-02-28,21384.28
2015-03-02,105060.0
2015-03-03,37773.200000000004
2015-03-04,5604.66
2015-03-05,12885.0
2015-03-06,21180.760000000002
2015-03-07,9994.0
2015-03-09,30260.04
2015-03-10,4418.0
2015-03-11,113426.81999999999
2015-03-12,19404.0
2015-03-13,40356.44
2015-03-14,12032.08
2015-03-16,2391.3999999999996
2015-03-17,26876.46
2015-03-18,15238.0
2015-03-19,4710.0
2015-03-21,12615.1
2015-03-23,2377.0
2015-03-24,14125.0
2015-03-25,12068.64
2015-03-27,16401.48
2015-03-28,8183.0599999999995
2015-03-30,47243.799999999996
2015-03-31,44242.76
2015-04-01,14558.0
2015-04-02,29192.36
2015-04-03,271471.26
2015-04-04,125773.8
2015-04-06,4999.0
2015-04-07,5956.0
2015-04-08,3351.0
2015-04-09,10741.8
2015-04-10,4931.0
2015-04-11,6149.360000000001
2015-04-13,10441.64
2015-04-14,123526.0
2015-04-15,3669.98
2015-04-16,2568.76
2015-04-17,39119.38
2015-04-18,23367.4
2015-04-20,10839.039999999999
2015-04-21,114611.0
2015-04-23,23277.1
2015-04-24,18342.92
2015-04-25,1040.0
2015-04-27,199.0
2015-04-29,14506.0
2015-04-30,12297.32
2015-05-01,2274.0
2015-05-02,8579.8
2015-05-04,52806.72
2015-05-05,6112.1
2015-05-06,13264.56
2015-05-07,587714.76
2015-05-08,14789.6
2015-05-09,7804.26
2015-05-11,16821.239999999998
2015-05-12,32072.0
2015-05-13,7725.36
2015-05-14,35475.0
2015-05-15,4657.0
2015-05-16,21579.579999999998
2015-05-18,8742.0
2015-05-19,3765.92
2015-05-20,5875.16
2015-05-21,4540.200000000001
2015-05-22,29270.4
2015-05-23,6346.0
2015-05-25,13812.26
2015-05-26,2392.0
2015-05-27,14795.36
2015-05-28,14920.0
2015-05-29,224371.28
2015-05-30,52975.12
2015-06-01,48605.68
2015-06-02,24639.0
2015-06-03,5524.0
2015-06-04,1882.42
2015-06-05,2069.1
2015-06-06,19822.6
2015-06-08,11009.64
2015-06-09,9261.48
2015-06-10,14649.04
2015-06-11,7633.58
2015-06-12,103258.92
2015-06-13,270609.42
2015-06-15,4162.68
2015-06-16,48068.12
2015-06-17,14692.44
2015-06-18,21143.08
2015-06-19,1385.78
2015-06-20,8261.0
2015-06-22,1982.78
2015-06-23,3997.0
2015-06-24,22644.8
2015-06-25,28517.760000000002
2015-06-26,38015.0
2015-06-27,13144.36
2015-06-29,40719.52
2015-06-30,263456.56
2015-07-01,3693.0
2015-07-02,35899.64
2015-07-03,31423.0
2015-07-04,30239.06
2015-07-06,21754.72
2015-07-07,588258.02
2015-07-08,9843.08
2015-07-09,4597.0
2015-07-10,28495.0
2015-07-11,2008.0
2015-07-13,25057.0
2015-07-14,1833.6399999999999
2015-07-15,24233.46
2015-07-16,13662.2
2015-07-17,6633.0
2015-07-18,6845.54
2015-07-20,25196.84
2015-07-21,61849.67999999999
2015-07-22,29673.56
2015-07-23,25701.36
2015-07-24,43817.86
2015-07-25,334863.52
2015-07-27,28075.58
2015-07-28,109866.64
2015-07-29,30414.12
2015-07-30,3033.2799999999997
2015-07-31,15121.76
2015-08-01,8681.68
2015-08-03,4089.3999999999996
2015-08-04,200633.2
2015-08-05,5704.1
2015-08-06,3728.26
2015-08-07,23910.0
2015-08-08,35267.54
2015-08-10,705978.8
2015-08-11,127166.64000000001
2015-08-12,4718.74
2015-08-13,157193.16
2015-08-14,8598.84
2015-08-15,16413.6
2015-08-17,77085.4
2015-08-18,4835.0
2015-08-19,6290.0
2015-08-20,739.64
2015-08-21,8757.56
2015-08-22,151587.0
2015-08-24,29398.7
2015-08-25,9530.0
2015-08-26,26313.68
2015-08-27,34268.0
2015-08-28,46770.7
2015-08-29,20953.54
2015-08-31,29127.36
2015-09-01,560.0
2015-09-02,16279.02
2015-09-03,12388.0
2015-09-04,4538.0
2015-09-05,2348.0
2015-09-07,3332.64
2015-09-08,12042.599999999999
2015-09-09,14645.72
2015-09-10,11651.4
2015-09-11,6943.24
2015-09-12,8308.0
2015-09-14,16908.32
2015-09-15,26072.37
2015-09-16,41908.86
2015-09-17,17075.4
2015-09-18,25516.86
2015-09-19,16092.119999999999
2015-09-21,8843.16
2015-09-22,12824.58
2015-09-23,6925.0
2015-09-24,1124.0
2015-09-25,2058.0
2015-09-26,2829.0
2015-09-28,1740.0
2015-09-29,34581.84
2015-09-30,15428.9
2015-10-01,81795.0
2015-10-02,4168.639999999999
2015-10-03,10390.0
2015-10-05,42382.58
2015-10-06,25244.0
2015-10-07,14934.08
2015-10-08,103267.15999999999
2015-10-09,14629.1
2015-10-10,33570.0
2015-10-12,4485.0
2015-10-13,10814.439999999999
2015-10-14,73032.0
2015-10-15,11195.06
2015-10-16,3015.5
2015-10-17,61663.21
2015-10-19,484693.68
2015-10-20,971.0
2015-10-21,15820.64
2015-10-22,3571.64
2015-10-23,9403.0
2015-10-24,14937.619999999999
2015-10-26,52.0
2015-10-27,13893.58
2015-10-28,13659.44
2015-10-29,21111.0
2015-10-30,4636.0
2015-10-31,8286.0
2015-11-02,5698.0
2015-11-03,1710.0
2015-11-04,27040.3
2015-11-05,6597.02
2015-11-06,36619.6
2015-11-07,4732.0
2015-11-09,11761.0
2015-11-10,242028.21
2015-11-11,42324.08
2015-11-12,47913.3
2015-11-13,17923.68
2015-11-14,0.0
2015-11-16,20884.440000000002
2015-11-17,134531.0
2015-11-18,3954.0
2015-11-19,15373.0
2015-11-20,2318.0
2015-11-21,3638.36
2015-11-23,11873.279999999999
2015-11-24,18131.739999999998
2015-11-25,23090.48
2015-11-26,9927.0
2015-11-27,15537.36
2015-11-28,8381.4
2015-11-30,37043.8
2015-12-01,186446.2
2015-12-02,34722.92
2015-12-03,5583.5
2015-12-04,22285.8
2015-12-05,37644.14
2015-12-07,6618.62
2015-12-08,3384.0
2015-12-09,3963.92
2015-12-11,4467.0
2015-12-12,11304.48
2015-12-14,9697.0
2015-12-15,2638.66
2015-12-16,39790.4
2015-12-17,20176.760000000002
2015-12-18,158685.8
2015-12-19,10901.46
2015-12-21,23756.72
2015-12-22,8334.48
2015-12-23,6548.96
2015-12-24,55125.14
2015-12-25,13843.36
2015-12-26,3239.0
2015-12-28,823.24
2015-12-29,7575.0
2015-12-30,9585.24
2015-12-31,12021.04
2016-01-01,6656.58
2016-01-02,30637.94
2016-01-04,10810.0
2016-01-05,16696.0
2016-01-06,187746.22
2016-01-07,35558.18
2016-01-08,15560.7
2016-01-09,169836.0
2016-01-11,83827.16
2016-01-12,60254.6
2016-01-13,121267.92
2016-01-14,16631.4
2016-01-15,739.64
2016-01-18,156395.06
2016-01-19,17355.0
2016-01-20,25831.0
2016-01-21,31472.58
2016-01-22,19098.16
2016-01-23,17925.36
