Fecha,Ventas
2018-01-01,2786
2018-01-02,25491
2018-01-03,57742
2018-01-04,57320
2018-01-05,172447
2018-01-06,1489265
2018-01-08,140696
2018-01-09,90214
2018-01-10,143656
2018-01-11,84628
2018-01-12,235562
2018-01-13,28213
2018-01-15,328786
2018-01-16,84490
2018-01-17,104238
2018-01-18,1775184
2018-01-19,5937
2018-01-20,4123
2018-01-22,145295
2018-01-23,642983
2018-01-24,43258
2018-01-25,55512
2018-01-26,635783
2018-01-27,50744
2018-01-29,92561
2018-01-30,870266
2018-01-31,161273
2018-02-01,14672
2018-02-02,6039
2018-02-03,488396
2018-02-05,148614
2018-02-06,117007
2018-02-07,56076
2018-02-08,12700
2018-02-09,269592
2018-02-10,74677
2018-02-12,1902950
2018-02-13,51064
2018-02-14,1476220
2018-02-15,84474
2018-02-16,1316273
2018-02-17,6971782
2018-02-19,155673
2018-02-20,121175
2018-02-21,26156
2018-02-22,54261
2018-02-23,55198
2018-02-24,725477
2018-02-26,865076
2018-02-27,57169
2018-02-28,5343
2018-03-01,159249
2018-03-02,414985
2018-03-03,17405
2018-03-05,630148
2018-03-06,202022
2018-03-07,49553
2018-03-08,62291
2018-03-09,44818
2018-03-10,61233
2018-03-12,532529
2018-03-13,86646
2018-03-14,58615
2018-03-15,6238
2018-03-16,2887
2018-03-17,19083
2018-03-19,11693
2018-03-20,28702
2018-03-21,163185
2018-03-22,14697
2018-03-23,191999
2018-03-24,530517
2018-03-26,58744
2018-03-27,56819
2018-03-28,102422
2018-03-29,1289966
2018-03-30,126895
2018-03-31,249230
2018-04-02,363513
2018-04-03,107043
2018-04-04,32005
2018-04-05,37406
2018-04-07,47065
2018-04-09,332851
2018-04-10,156918
2018-04-11,53777
2018-04-12,213261
2018-04-13,26626
2018-04-14,1720807
2018-04-16,118775
2018-04-17,1035862
2018-04-18,4749679
2018-04-19,208354
2018-04-20,1402504
2018-04-21,85295
2018-04-23,82513
2018-04-24,19400
2018-04-25,14909
2018-04-26,38767
2018-04-27,128108
2018-04-28,69285
2018-04-30,86063
2018-05-01,18295
2018-05-02,41437
2018-05-03,55696
2018-05-04,232489
2018-05-05,37303
2018-05-07,72023
2018-05-08,1883163
2018-05-09,35271
2018-05-10,120463
2018-05-11,1277448
2018-05-12,33902
2018-05-14,135982
2018-05-15,44858
2018-05-16,95497
2018-05-17,29511
2018-05-18,18696
2018-05-19,106312
2018-05-21,24306
2018-05-22,166259
2018-05-23,672071
2018-05-24,27234
2018-05-25,63017
2018-05-26,29244
2018-05-28,301262
2018-05-29,30139
2018-05-30,51169
2018-05-31,8689
2018-06-01,27410
2018-06-02,51120
2018-06-04,95297
2018-06-05,118127
2018-06-06,198026
2018-06-07,50921
2018-06-08,72823
2018-06-09,186464
2018-06-11,101852
2018-06-12,70185
2018-06-13,38185
2018-06-14,185827
2018-06-15,287740
2018-06-16,74652
2018-06-18,102380
2018-06-19,40136
2018-06-20,2780
2018-06-21,40458
2018-06-22,54520
2018-06-23,43610
2018-06-25,265485
2018-06-26,363502
2018-06-27,206057
2018-06-28,47417
2018-06-29,68075
2018-06-30,47575
2018-07-02,99724
2018-07-03,124967
2018-07-04,29725
2018-07-05,70236
2018-07-06,79395
2018-07-07,22272
2018-07-09,1368
2018-07-10,75393
2018-07-11,23210
2018-07-12,31487
2018-07-13,411383
2018-07-14,29701
2018-07-16,285642
2018-07-17,54298
2018-07-18,474153
2018-07-19,60053
2018-07-20,60660
2018-07-21,239864
2018-07-23,401603
2018-07-24,63074
2018-07-25,35063
2018-07-26,15574
2018-07-27,52297
2018-07-28,66650
2018-07-30,56909
2018-07-31,61549
2018-08-01,34094
2018-08-02,45504
2018-08-03,1640153
2018-08-04,68087
2018-08-06,65056
2018-08-07,125234
2018-08-08,75539
2018-08-09,35705
2018-08-10,135526
2018-08-11,183391
2018-08-13,55631
2018-08-14,13457
2018-08-15,30241
2018-08-16,8326
2018-08-17,43503
2018-08-18,72467
2018-08-20,94856
2018-08-21,46248
2018-08-22,232109
2018-08-23,373917
2018-08-24,323539
2018-08-25,868747
2018-08-27,126447
2018-08-28,48428
2018-08-29,100332
2018-08-30,101361
2018-08-31,22841
2018-09-01,39536
2018-09-03,16738
2018-09-04,13240
2018-09-05,7156
2018-09-06,44251
2018-09-07,40379
2018-09-08,275708
2018-09-10,62782
2018-09-11,45896
2018-09-12,141796
2018-09-13,38787
2018-09-14,118103
2018-09-15,283741
2018-09-17,260106
2018-09-18,1145574
2018-09-19,35780
2018-09-20,85615
2018-09-21,3904
2018-09-22,13539
2018-09-24,57180
2018-09-25,172149
2018-09-26,58503
2018-09-27,58940
2018-09-28,33239
2018-09-29,80358
2018-10-01,37764
2018-10-02,2695204
2018-10-03,254708
2018-10-04,84059
2018-10-05,38573
2018-10-06,392923
2018-10-08,73784964
2018-10-09,48642
2018-10-10,80550
2018-10-11,24077
2018-10-12,81680
2018-10-13,43294
2018-10-15,46913
2018-10-16,40795
2018-10-17,65229
2018-10-18,28635
2018-10-19,45437
2018-10-20,48551
2018-10-22,59930
2018-10-23,111059
2018-10-24,91723
2018-10-25,66292
2018-10-26,267635
2018-10-27,59015
2018-10-29,36540
2018-10-30,11055
2018-10-31,23958
2018-11-01,152468
2018-11-02,53649
2018-11-03,83577
2018-11-05,28825
2018-11-06,90032
2018-11-07,53628
2018-11-08,198158
2018-11-09,815665
2018-11-10,29627
2018-11-12,72693
2018-11-13,620481
2018-11-14,85259
2018-11-15,79601
2018-11-16,24707
2018-11-17,24552
2018-11-19,187583
2018-11-20,7507
2018-11-21,182265
2018-11-22,168761
2018-11-23,734675
2018-11-24,26150
2018-11-26,46467
2018-11-27,720345
2018-11-28,33511
2018-11-29,21166
2018-11-30,137563
2018-12-01,126144
2018-12-03,201082
2018-12-04,32363
2018-12-05,145464
2018-12-06,23340
2018-12-07,45235
2018-12-08,63759
2018-12-10,48608
2018-12-11,64801
2018-12-12,34927
2018-12-13,107917
2018-12-14,48846
2018-12-15,69980
2018-12-17,151110
2018-12-18,325323
2018-12-19,25877
2018-12-20,50871
2018-12-21,81822
2018-12-22,28455
2018-12-24,35431
2018-12-25,10784
2018-12-26,39771
2018-12-27,9208
2018-12-28,68570
2018-12-29,47506
2018-12-31,38965
