Fecha,Ventas
2020-01-01,422411
2020-01-02,893525
2020-01-03,244899
2020-01-04,49393
2020-01-06,99919
2020-01-07,192434
2020-01-08,171663
2020-01-09,171387
2020-01-10,688216
2020-01-11,68626
2020-01-13,105138
2020-01-14,262962
2020-01-15,176805
2020-01-16,275185
2020-01-17,63421
2020-01-18,135545
2020-01-20,34522684
2020-01-21,359560
2020-01-22,89936
2020-01-23,79583
2020-01-24,22013
2020-01-25,51103
2020-01-27,136864
2020-01-28,93980
2020-01-29,14380
2020-01-30,87188
2020-01-31,91349
2020-02-01,84974
2020-02-03,231590
2020-02-04,339577
2020-02-05,32120
2020-02-06,889620
2020-02-07,246730
2020-02-08,1275541
2020-02-10,101741
2020-02-11,123858
2020-02-12,88063
2020-02-13,31787
2020-02-14,238871
2020-02-15,212085
2020-02-17,183455
2020-02-18,279809
2020-02-19,103938
2020-02-20,200947
2020-02-21,80537
2020-02-22,752576
2020-02-24,87190
2020-02-25,113274
2020-02-26,275756
2020-02-27,167011
2020-02-28,630393
2020-02-29,37562
2020-03-02,65619
2020-03-03,291388
2020-03-04,141633
2020-03-05,75196
2020-03-06,159308
2020-03-07,225250
2020-03-09,442223
2020-03-10,244547
2020-03-11,126453
2020-03-12,406127
2020-03-13,209668
2020-03-14,422044
2020-03-16,1097541
2020-03-17,743218
2020-03-18,183276
2020-03-19,124759
2020-03-20,36425
2020-03-21,25988
2020-03-23,84737
2020-03-24,53518
2020-03-25,39680
2020-03-26,194747
2020-03-27,134172
2020-03-28,491349
2020-03-30,323640
2020-03-31,1301003
2020-04-01,295806
2020-04-02,1254188
2020-04-03,473277
2020-04-04,300218
2020-04-06,69867
2020-04-07,225912
2020-04-08,107767
2020-04-09,90173
2020-04-10,12163
2020-04-11,119507
2020-04-13,431855
2020-04-14,342162
2020-04-15,586930
2020-04-16,1143513
2020-04-17,128570
2020-04-18,247997
2020-04-20,240734
2020-04-21,178855
2020-04-22,358902
2020-04-23,119933
2020-04-24,162389
2020-04-25,186534
2020-04-27,84380
2020-04-28,9120
2020-04-29,26759
2020-04-30,132396
2020-05-01,534752
2020-05-02,92209
2020-05-04,77095
2020-05-05,96113
2020-05-06,347411
2020-05-07,411937
2020-05-08,78349
2020-05-09,57140
2020-05-11,282167
2020-05-12,77548
2020-05-13,455119
2020-05-14,53563
2020-05-15,90887
2020-05-16,282806
2020-05-18,234183
2020-05-19,605944
2020-05-20,209152
2020-05-21,241601
2020-05-22,122731
2020-05-23,621497
2020-05-25,149302
2020-05-26,93578
2020-05-27,1396256
2020-05-28,189020
2020-05-29,104986
2020-05-30,299736
2020-06-01,76315
2020-06-02,66418
2020-06-03,6214
2020-06-04,14785
2020-06-05,12015
2020-06-06,17400
2020-06-08,40388
2020-06-09,154741
2020-06-10,101347
2020-06-11,52039
2020-06-12,25589
2020-06-13,20600
2020-06-15,59732
2020-06-16,75224
2020-06-17,119069
2020-06-18,548901
2020-06-19,903540
2020-06-20,129627
2020-06-22,43257
2020-06-23,34036
2020-06-24,86946
2020-06-25,47684
2020-06-26,70683
2020-06-27,96916
2020-06-29,95491
2020-06-30,394270
2020-07-01,485443
2020-07-02,36517
2020-07-03,43569
2020-07-04,55006
2020-07-06,40020
2020-07-07,901657
2020-07-08,241926
2020-07-09,442212
2020-07-10,456081
2020-07-11,187181
2020-07-13,14976
2020-07-14,31390
2020-07-15,16165
2020-07-16,92503
2020-07-17,30692
2020-07-18,63022
2020-07-20,111684
2020-07-21,312339
2020-07-22,75323
2020-07-23,551963
2020-07-24,68496
2020-07-25,54780
2020-07-27,20231314
2020-07-28,52087
2020-07-29,52172
2020-07-30,1296776
2020-07-31,455236
2020-08-01,111185
2020-08-03,127896
2020-08-04,143600
2020-08-05,10786
2020-08-06,19312
2020-08-07,2169
2020-08-08,7978
2020-08-10,11111
2020-08-11,33928
2020-08-12,27178
2020-08-13,27045
2020-08-14,31681
2020-08-15,8731
2020-08-17,30165
2020-08-18,27406
2020-08-19,14955
2020-08-20,12597
2020-08-21,17816
2020-08-22,3533
2020-08-24,7321
2020-08-25,9252
2020-08-26,11276
2020-08-27,8814
2020-08-28,62435
2020-08-29,17892
2020-08-31,14118
2020-09-01,1773
2020-09-02,3908
2020-09-03,656896
2020-09-04,152755
2020-09-05,122733
2020-09-07,124021
2020-09-08,253995
2020-09-09,1054020
2020-09-10,189945
2020-09-11,203079
2020-09-12,2298508
2020-09-14,179306
2020-09-15,345760
2020-09-16,92670
2020-09-17,56211
2020-09-18,395910
2020-09-19,139688
2020-09-21,557582
2020-09-22,227009
2020-09-23,603168
2020-09-24,171517
2020-09-25,230118
2020-09-26,391775
2020-09-28,206518
2020-09-29,29104
2020-09-30,16761
2020-10-01,97349
2020-10-02,90467
2020-10-03,191616
2020-10-05,14163
2020-10-06,2456
2020-10-07,7728
2020-10-08,5258
2020-10-09,11796
2020-10-10,38961
2020-10-12,123141
2020-10-13,18290
2020-10-14,6032
2020-10-15,49512
2020-10-16,110166
2020-10-17,19722
2020-10-19,21741
2020-10-20,884
2020-10-21,386528
2020-10-22,36012
2020-10-23,58023
2020-10-24,10311
2020-10-26,58058
2020-10-27,86184
2020-10-28,63719
2020-10-29,38096
2020-10-30,95094
2020-10-31,10320
2020-11-02,41909
2020-11-03,51526
2020-11-04,22649
2020-11-05,11901
2020-11-06,19754
2020-11-07,8993
2020-11-09,25983
2020-11-10,72509
2020-11-11,94353
2020-11-12,32660
2020-11-13,72596
2020-11-14,43892
2020-11-16,4123
2020-11-17,124519
2020-11-18,56804
2020-11-19,217716
2020-11-20,204366
2020-11-21,183935
2020-11-23,57888
2020-11-24,53394
2020-11-25,27524
2020-11-26,4450
2020-11-27,907369
2020-11-28,99047
2020-11-30,241546
2020-12-01,160459
2020-12-02,66311
2020-12-03,86869
2020-12-04,73340
2020-12-05,42672
2020-12-07,743460
2020-12-08,50684
2020-12-09,54501
2020-12-10,52199
2020-12-11,58001
2020-12-12,77235
2020-12-14,56800
2020-12-15,7613
2020-12-16,17653
2020-12-17,9845
2020-12-18,5667
2020-12-19,21997
2020-12-21,2204
2020-12-22,3862
2020-12-23,3527
2020-12-24,3603
2020-12-25,2782
2020-12-26,21924
2020-12-28,29839
2020-12-29,28708
2020-12-30,28703
