Fecha,Ventas
2017-01-02,29485
2017-01-03,34635
2017-01-04,175254
2017-01-05,526283
2017-01-06,47572
2017-01-07,33191
2017-01-09,10640
2017-01-10,21615
2017-01-11,104976
2017-01-12,83712
2017-01-13,63678
2017-01-14,253829
2017-01-16,30762
2017-01-17,267364
2017-01-18,228856
2017-01-19,239251
2017-01-20,59820
2017-01-21,34764
2017-01-23,49868
2017-01-24,129811
2017-01-25,43861
2017-01-26,2243
2017-01-27,22291
2017-01-28,32560
2017-01-30,24225
2017-01-31,33260
2017-02-01,4660241
2017-02-02,28619
2017-02-03,37822
2017-02-04,486377
2017-02-06,241935
2017-02-07,97191
2017-02-08,597814
2017-02-09,93897
2017-02-10,58952
2017-02-11,168621
2017-02-13,79378
2017-02-14,29525
2017-02-15,379245
2017-02-16,3666
2017-02-17,299582
2017-02-18,104654
2017-02-20,21909
2017-02-21,25441
2017-02-22,69447
2017-02-23,81077
2017-02-24,970440
2017-02-25,116051
2017-02-27,162602
2017-02-28,298690
2017-03-01,285221
2017-03-02,251534
2017-03-03,75782
2017-03-04,21968
2017-03-07,39949
2017-03-08,22445
2017-03-09,48707
2017-03-10,248384
2017-03-11,25166
2017-03-13,1482904
2017-03-14,76179
2017-03-15,108232
2017-03-16,808130
2017-03-17,156463
2017-03-18,1208969
2017-03-20,54418
2017-03-21,231823
2017-03-22,71675
2017-03-23,7871
2017-03-24,3012
2017-03-25,23934
2017-03-27,29287
2017-03-28,458559
2017-03-29,338043
2017-03-30,82553
2017-03-31,71742
2017-04-01,42580
2017-04-03,151784
2017-04-04,81623
2017-04-05,1039931
2017-04-06,69265
2017-04-07,215859
2017-04-08,202366
2017-04-10,317379
2017-04-11,53897
2017-04-12,731094
2017-04-13,100157
2017-04-14,33762
2017-04-15,70964
2017-04-17,63194
2017-04-18,37658
2017-04-19,156681
2017-04-20,133023
2017-04-21,124919
2017-04-22,1328100
2017-04-24,35130
2017-04-25,160259
2017-04-26,208249
2017-04-27,69496
2017-04-28,73752
2017-04-29,79144
2017-05-01,30244
2017-05-02,17749
2017-05-03,54361
2017-05-04,522801
2017-05-05,140003
2017-05-06,115900
2017-05-08,58820
2017-05-09,50049
2017-05-10,17538
2017-05-11,179564
2017-05-12,88511
2017-05-13,85795
2017-05-15,1480744
2017-05-16,201243
2017-05-17,688088
2017-05-18,70564
2017-05-19,10142
2017-05-20,4056
2017-05-22,22616
2017-05-23,40792
2017-05-24,776127
2017-05-25,99325
2017-05-26,34037
2017-05-27,307191
2017-05-29,199012
2017-05-30,115304
2017-05-31,73196
2017-06-01,482135
2017-06-02,41712
2017-06-03,84727
2017-06-05,51969
2017-06-06,66033
2017-06-07,34991
2017-06-08,1875
2017-06-09,429179
2017-06-10,51067
2017-06-12,647725
2017-06-13,35319
2017-06-14,140381
2017-06-15,96505
2017-06-16,172610
2017-06-17,93666
2017-06-19,873939
2017-06-20,512575
2017-06-21,22904
2017-06-22,43581
2017-06-23,5720260
2017-06-24,26147
2017-06-26,44606
2017-06-27,1548
2017-06-28,27471
2017-06-29,65651
2017-06-30,132300
2017-07-01,65333
2017-07-03,28530
2017-07-04,71663
2017-07-05,77589
2017-07-06,89546
2017-07-07,199916
2017-07-08,119346
2017-07-10,60371
2017-07-11,77520
2017-07-12,195389
2017-07-13,46966
2017-07-14,25660
2017-07-15,107807
2017-07-17,9590
2017-07-18,372320
2017-07-19,413227
2017-07-20,148677
2017-07-21,362292
2017-07-22,120372
2017-07-24,135521
2017-07-25,50908
2017-07-26,114292
2017-07-27,75017
2017-07-28,30610
2017-07-29,81862
2017-07-31,36515
2017-08-01,232281
2017-08-02,11863
2017-08-03,189287
2017-08-04,18924
2017-08-05,116588
2017-08-07,56411
2017-08-08,149797
2017-08-09,157379
2017-08-10,34419
2017-08-11,135113
2017-08-12,104857
2017-08-14,131656
2017-08-15,72713
2017-08-16,33987
2017-08-17,83386
2017-08-18,156403
2017-08-19,116513
2017-08-21,518873
2017-08-22,3215
2017-08-23,11224
2017-08-24,122284
2017-08-25,53802
2017-08-26,450120
2017-08-28,564429
2017-08-29,145753
2017-08-30,271393
2017-08-31,175845
2017-09-01,57756
2017-09-02,54355
2017-09-04,42244
2017-09-05,53351
2017-09-06,137401
2017-09-07,24964
2017-09-08,167876
2017-09-09,12677
2017-09-11,19903
2017-09-12,22798
2017-09-13,102453
2017-09-14,186188
2017-09-15,107166
2017-09-16,94461
2017-09-18,3109652
2017-09-19,193296
2017-09-20,87329
2017-09-21,30971
2017-09-22,21089
2017-09-23,45864
2017-09-25,33457
2017-09-26,100437
2017-09-27,78416
2017-09-28,16744
2017-09-29,52738
2017-09-30,49555
2017-10-02,37691
2017-10-03,82874
2017-10-04,61328
2017-10-05,72099
2017-10-06,551038
2017-10-07,49846
2017-10-09,865031
2017-10-10,53093
2017-10-11,145443
2017-10-12,160934
2017-10-13,605990
2017-10-14,310626
2017-10-16,55275
2017-10-17,46358
2017-10-18,13580
2017-10-19,60920
2017-10-20,1020783
2017-10-21,102693
2017-10-23,181603
2017-10-24,23712
2017-10-25,548408
2017-10-26,33213
2017-10-27,477582
2017-10-28,230442
2017-10-30,61166
2017-10-31,85573
2017-11-01,133963
2017-11-02,294693
2017-11-03,255879
2017-11-04,20324
2017-11-07,88672
2017-11-08,426638
2017-11-09,55836
2017-11-10,162152
2017-11-11,105449
2017-11-13,85474
2017-11-14,58996
2017-11-15,519530
2017-11-16,424585
2017-11-17,218891
2017-11-18,247889
2017-11-20,738657
2017-11-21,48422
2017-11-22,12590
2017-11-23,32943
2017-11-24,11054
2017-11-25,57490
2017-11-27,29312
2017-11-28,78418
2017-11-29,43650
2017-11-30,49694
2017-12-01,40402
2017-12-02,59428
2017-12-04,195904
2017-12-05,64181
2017-12-06,51280
2017-12-07,36373
2017-12-08,40352
2017-12-09,314651
2017-12-11,38031
2017-12-12,125738
2017-12-13,11820
2017-12-14,37776
2017-12-15,17471
2017-12-16,14074
2017-12-18,105867
2017-12-19,61946
2017-12-20,98482
2017-12-21,170778
2017-12-22,70043
2017-12-23,1052909
2017-12-25,31604
2017-12-26,39547
2017-12-27,101203
2017-12-28,209833
2017-12-29,133791
2017-12-30,23759
